"Year","Country","Region","Indicator","Geo","EnterpriseSize","Activity","Unit","Value","Flags","Note"
"2023A00","Netherlands","Not applicable","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",48.3889,NA,NA
"2023A00","Netherlands","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",48.5584,NA,NA
"2023A00","Austria","SÃ¼dÃ¶sterreich","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","AT2","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",48.6736,NA,NA
"2023A00","Austria","NiederÃ¶sterreich","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","AT12","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",48.6975,NA,NA
"2023A00","Spain","Sur (ES)","Enterprises who have ERP software package to share information between different functional areas","ES6","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.0444,NA,NA
"2023A00","Spain","Castilla y LeÃ³n","Enterprises who have ERP software package to share information between different functional areas","ES41","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.0485,NA,NA
"2023A00","Slovakia","Slovensko","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","SK0","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.0888,NA,NA
"2023A00","Slovakia","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.0888,NA,NA
"2023A00","Hungary","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.0968,NA,NA
"2023A00","Spain","La Rioja","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES23","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.1188,NA,NA
"2023A00","Cyprus","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.2667,NA,NA
"2023A00","Finland","Not applicable","Enterprises using Customer Relationship Management (CRM) software (as of 2023)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.3953,NA,NA
"2023A00","Spain","Noroeste (ES)","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES1","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.4372,NA,NA
"2023A00","Austria","Steiermark","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","AT22","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.4845,NA,NA
"2023A00","Denmark","Not applicable","Data analytics for the enterprise is performed by the enterprise's own employees or by an external provider","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.4919,NA,NA
"2023A00","Spain","AragÃ³n","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES24","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.5332,NA,NA
"2023A00","Malta","Not applicable","Use two or more social media (as of 2014)","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.8879,NA,NA
"2023A00","Netherlands","Not applicable","Enterprises who have ERP software package to share information between different functional areas","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",49.923,NA,NA
"2023A00","Austria","WestÃ¶sterreich","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","AT3","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",50.1666,NA,NA
"2023A00","Austria","Salzburg","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","AT32","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",50.1985,NA,NA
"2023A00","Spain","Illes Balears","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES53","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",50.2887,NA,NA
"2023A00","Croatia","Hrvatska","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","HR0","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",50.3452,NA,NA
"2023A00","Croatia","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",50.3452,NA,NA
"2023A00","Lithuania","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",50.4891,NA,NA
"2023A00","Spain","Comunitat Valenciana","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","ES52","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",50.4969,NA,NA
"2023A00","Estonia","Not applicable","Enterprises where more than 50% of the persons employed have access to the internet for business purposes","_z","10 persons employed or more","All activities, without financial sector","Percentage of enterprises",50.5705,NA,NA
